center,left,right,steering,throttle,brake,speed
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_09_254.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_09_254.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_09_254.jpg,0.1055719,0,0,17.53564
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_09_361.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_09_361.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_09_361.jpg,0.1055719,0,0,17.87521
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_09_469.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_09_469.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_09_469.jpg,0.1143695,0,0,17.17067
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_09_575.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_09_575.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_09_575.jpg,0.1143695,0,0,16.95595
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_09_686.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_09_686.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_09_686.jpg,-0.002932551,0,0,17.31388
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_09_833.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_09_833.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_09_833.jpg,-0.1495601,0,0,17.08917
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_09_946.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_09_946.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_09_946.jpg,-0.2170088,0,0,16.86497
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_10_057.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_10_057.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_10_057.jpg,-0.228739,0,0,16.14982
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_10_187.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_10_187.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_10_187.jpg,-0.228739,0,0,15.95746
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_10_304.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_10_304.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_10_304.jpg,-0.228739,0,0,16.32929
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_10_417.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_10_417.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_10_417.jpg,-0.228739,0,0,16.13554
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_10_531.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_10_531.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_10_531.jpg,-0.228739,0,0,15.94452
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_10_618.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_10_618.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_10_618.jpg,-0.2052786,0,0,15.25679
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_10_723.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_10_723.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_10_723.jpg,-0.1348974,0,0,15.07686
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_10_830.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_10_830.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_10_830.jpg,0.02639296,0,0,15.43898
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_10_936.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_10_936.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_10_936.jpg,0.05865103,0,0,14.7518
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_11_046.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_11_046.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_11_046.jpg,0.05865103,0,0,14.59975
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_11_154.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_11_154.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_11_154.jpg,0.05865103,0,0,14.96617
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_11_259.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_11_259.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_11_259.jpg,0.07038123,0,0,14.31221
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_11_382.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_11_382.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_11_382.jpg,0.1260997,0,0,14.59835
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_11_499.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_11_499.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_11_499.jpg,0.143695,0,0,13.95492
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_11_605.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_11_605.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_11_605.jpg,0.1466276,0,0,13.76198
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_11_709.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_11_709.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_11_709.jpg,0.1495601,0,0,14.13972
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_11_815.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_11_815.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_11_815.jpg,0.1495601,0,0,13.45973
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_11_919.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_11_919.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_11_919.jpg,0.1495601,0,0,13.84103
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_12_032.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_12_032.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_12_032.jpg,0.1554252,0,0,13.64726
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_12_140.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_12_140.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_12_140.jpg,0.1554252,0,0,13.48591
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_12_250.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_12_250.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_12_250.jpg,0.1554252,0,0,12.86287
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_12_356.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_12_356.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_12_356.jpg,0.1554252,0,0,13.19953
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_12_460.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_12_460.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_12_460.jpg,0.1524927,0,0,13.03974
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_12_573.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_12_573.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_12_573.jpg,0.1495601,0,0,12.35246
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_12_680.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_12_680.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_12_680.jpg,0.143695,0,0,12.19739
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_12_804.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_12_804.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_12_804.jpg,0.1202346,0,0,12.0481
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_12_907.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_12_907.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_12_907.jpg,0.1202346,0,0,12.47571
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_13_012.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_13_012.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_13_012.jpg,0.1143695,0,0,12.31642
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_13_130.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_13_130.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_13_130.jpg,0.1026393,0,0,11.65205
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_13_242.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_13_242.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_13_242.jpg,0.07917888,0,0,11.49747
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_13_356.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_13_356.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_13_356.jpg,0.03225806,0,0,11.91783
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_13_468.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_13_468.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_13_468.jpg,-0.03812317,0,0,11.78681
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_13_578.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_13_578.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_13_578.jpg,-0.07038123,0,0,11.36417
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_13_683.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_13_683.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_13_683.jpg,-0.09090909,0,0,11.31906
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_13_781.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_13_781.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_13_781.jpg,-0.09970675,0,0,11.31155
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_13_929.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_13_929.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_13_929.jpg,-0.1319648,0,0,11.08083
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_14_003.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_14_003.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_14_003.jpg,-0.143695,0,0,10.96834
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_14_114.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_14_114.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_14_114.jpg,-0.170088,0.3304595,0,11.3223
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_14_241.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_14_241.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_14_241.jpg,-0.1730205,0.664215,0,12.04124
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_14_360.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_14_360.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_14_360.jpg,-0.1730205,0.3111997,0,12.06759
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_14_469.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_14_469.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_14_469.jpg,-0.1730205,0,0,12.0617
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_14_577.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_14_577.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_14_577.jpg,0,0,0,12.16547
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_14_685.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_14_685.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_14_685.jpg,0,0,0,11.78379
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_14_791.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_14_791.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_14_791.jpg,0,0,0,11.4801
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_14_910.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_14_910.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_14_910.jpg,0,0,0,11.33434
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_15_019.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_15_019.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_15_019.jpg,0,0,0,11.73164
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_15_126.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_15_126.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_15_126.jpg,0,0,0,11.57917
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_15_226.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_15_226.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_15_226.jpg,0,0,0,11.29779
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_15_333.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_15_333.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_15_333.jpg,0,0,0,11.14239
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_15_433.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_15_433.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_15_433.jpg,0,0,0,11.00829
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_15_544.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_15_544.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_15_544.jpg,0,0,0,10.89785
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_15_659.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_15_659.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_15_659.jpg,0,0,0,10.7667
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_15_767.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_15_767.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_15_767.jpg,-0.08797655,0.3255329,0,11.02063
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_15_874.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_15_874.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_15_874.jpg,-0.1231671,0.646405,0,11.38374
C:\Users\zzyan\Desktop\Data_reverse\IMG\center_2017_04_21_22_41_15_998.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\left_2017_04_21_22_41_15_998.jpg,C:\Users\zzyan\Desktop\Data_reverse\IMG\right_2017_04_21_22_41_15_998.jpg,-0.1231671,0.3342634,0,11.97818
